Customer ID,Name,Email,Phone Number,City,Age,Gender,Date of Birth,Registration Date
892743dd-871d-4a7c-a62b-47e01ac010cd,Shelley Walker,heather81@example.org,(376)409-1076,Lisachester,48,Female,1982-12-09,2023-01-03 19:20:01
f7943930-950e-414c-85b1-b747130cfecb,Stephanie Sanchez,rjimenez@example.com,617-952-1309x29537,West Anthony,51,Other,2000-01-30,2020-01-18 17:21:40
8fdd940f-6ca5-4ef7-83eb-fa76890ee294,Susan Perez,amberjackson@example.com,(816)877-8049x004,Caseyville,61,Female,1994-07-08,2022-11-08 18:09:32
537e616d-d346-4598-aaa7-0a2a5cc9c069,Kathy Stuart,diazrobin@example.org,5148366491,South Jeffreytown,34,Female,1984-01-01,2022-07-19 02:18:33
68cad323-a9c7-41e1-8cf4-d911c7854654,Rhonda Daniel,ariana83@example.net,640-546-2734,Lake Ellen,35,Male,2002-11-10,2023-01-30 13:19:40
761e1e15-0306-49b7-90a5-fd5a864bce56,Christopher Bush,daryl03@example.com,476-600-4734,Jamesberg,48,Female,2003-12-21,2021-10-04 05:19:10
c2f4ef5d-f1e7-479c-9c51-b68b21dece27,Stephanie Gonzalez,mjohnson@example.org,(407)615-2130x480,North Stephen,25,Other,1975-01-15,2023-06-03 05:24:51
ca62adcc-8a41-4284-ad3b-4101df0e2fab,Chase Cruz,snyderfelicia@example.org,001-976-735-2152,West Victoria,53,Male,2002-02-20,2023-06-26 21:45:26
b35fc1c1-70db-4f17-8001-664037b304ca,Thomas Robinson,michael63@example.net,(736)293-0563,Port Eric,64,Male,1962-12-19,2020-07-11 20:32:15
6b25adca-986f-42b1-b9a0-2cdef9851661,Eric Weiss,lnavarro@example.org,+1-230-665-4820x33163,Olsonville,57,Male,1969-08-26,2023-06-11 14:19:54
793215d7-fdd4-4e11-b42e-03b28449f693,Julian Nash,jonathanvargas@example.com,699.585.8328x355,Port Donnaport,18,Female,1971-03-16,2021-04-26 08:46:11
ebd882ff-5adb-454d-8861-e47721d1e65c,Debbie Jackson,jasonsmith@example.org,639.826.6919,Port Ryan,36,Other,1992-12-17,2020-09-09 18:54:20
12878401-2e29-4d23-bb3e-afccc3eb108f,Raven Clark,jeffrey14@example.net,926-241-0651x343,Tiffanystad,24,Female,2001-11-30,2020-08-05 02:22:42
c1e9afcd-6ed4-4e83-8ceb-bc72ef19967e,Jasmine Jennings,nathanielsmith@example.net,900.540.8350x04930,North Suzanneport,47,Female,1987-12-30,2021-04-24 00:06:40
0e76445b-ba17-4d98-a552-c6fcd1b87830,Tyler Perez,lthomas@example.net,+1-423-824-7867x193,Lake Manuelside,29,Other,1999-01-19,2023-01-20 09:44:26
e32d8b08-4c47-4641-a7a5-1fd59dbf0e94,Jeffrey Saunders,staceydavis@example.org,486.747.8889x2858,Oliverchester,45,Male,1992-02-27,2021-06-17 16:19:17
37001a18-9d1f-44d3-b488-44cf94d32d6c,Richard Duncan,fletchersean@example.com,563-493-9108x7946,Martinberg,49,Other,1989-05-03,2022-04-28 13:00:02
96bc47d1-4cbd-49ec-b045-7d2b2e935c71,John Meyer,dicksonwillie@example.com,001-614-584-4431x9358,East Dawnchester,52,Other,1994-06-14,2020-07-11 18:52:09
0fc3ce41-46e2-49ad-bc72-ae017be1633b,Andrea Gross,kyle43@example.net,571.767.6906,Kaitlynview,24,Other,1974-05-27,2022-12-12 08:02:02
6d0dc9da-be53-48ba-958c-5c831ef5a702,Brianna Miller,timothynash@example.org,701.226.6381,East Edward,58,Male,1972-11-02,2020-05-20 19:45:53
d1db541f-6573-4202-b4e6-621785911d29,Danielle Davis,emilymoss@example.com,682-818-9985,Deanmouth,64,Other,1997-06-19,2022-12-11 15:25:29
d1384af5-d412-4655-97b9-c671cd81c946,David Jimenez,terryjennifer@example.net,001-330-494-4061x6033,South Gabrielle,30,Female,1982-08-18,2020-03-26 05:54:18
bb9234b8-3827-47fb-8901-8deee49f55ed,Christina Rowland,watsonmary@example.org,(397)269-1605,Nancyside,22,Male,1965-03-24,2023-05-27 01:06:09
0dbee314-8309-40e6-a774-46e9b863c0fb,Brian Mendoza,fergusonwilliam@example.net,001-208-341-2164x386,Hoodbury,44,Other,1988-04-22,2020-03-17 11:36:46
a1424536-8052-4c9e-be7e-5cad765ec6ca,Makayla Anderson,chasestewart@example.com,550-449-1946x0273,Brianview,49,Female,1965-04-08,2021-10-16 01:36:46
9e4e777f-3ef7-4078-b921-d093d152e861,Brandon Perry,rachel17@example.net,001-981-529-7414x681,New Leon,45,Male,1982-02-08,2020-03-12 10:45:59
12ff8450-5451-4127-81c2-4e46bc5bb1d1,Jessica Thompson,johnfisher@example.org,589.495.1390,Lake Sandrachester,65,Male,1961-11-04,2021-06-29 06:53:29
021506be-913b-4ef7-a0c8-9cc3b816c2cf,Anthony Jenkins,jameshall@example.org,(549)977-2407x0196,Robertsonville,61,Male,1982-02-20,2021-10-01 10:55:12
a455cf42-b585-4b5f-b3d2-6a7c9b23b34f,Marissa Terry,reginaholder@example.net,+1-606-464-2755x857,Williamschester,64,Female,1990-07-23,2021-06-13 23:29:37
5e7c1ee3-7a4b-4752-b0d0-a11083b0fbb0,Joshua Young,garzakim@example.com,+1-411-661-2211x141,South Richardview,50,Other,1999-02-16,2021-08-01 02:36:01
14ce9cb8-cb11-4843-bd79-eb50843a517f,Justin Roman,isaiah03@example.org,(338)296-6429x772,Patrickburgh,60,Female,1978-07-03,2022-04-16 06:33:02
a7b0afd7-5c2c-43c4-ab33-85772cda7c90,Catherine Hunter,antoniolee@example.org,001-527-633-8663,Dylanchester,19,Female,1988-08-30,2022-05-26 01:33:14
6c451b57-3dba-4ee9-8cc1-9b237cd44e1d,Jake Williams,kathrynhunt@example.com,942-540-4849x6505,Edwardchester,65,Other,2003-03-18,2023-01-09 04:53:31
cfbdd92a-010c-4505-8db0-cfa20a436ee9,William Williams,frederickryan@example.org,725.723.7769x329,South Jamesshire,45,Other,2001-04-02,2022-03-24 19:26:43
be76cad7-1e86-4d37-970e-11353b2cf9e6,Bryan Anderson,mccormickmichael@example.org,+1-949-782-6106x52299,Jasmineberg,65,Other,1960-02-22,2021-11-14 11:45:40
33233bec-7c06-47aa-8d4c-74312d77701d,Roy Butler,tho@example.net,(370)505-8948x5558,Amandatown,63,Female,1980-12-05,2023-07-14 21:21:17
cd4a81e2-189c-4adf-bad8-6368fe620ffc,Jeremy Richardson,lisa04@example.net,+1-912-888-0214x88626,Martinton,62,Other,1995-10-03,2022-12-18 14:19:32
40ff64fb-370d-46b0-a335-c52b49af0ef1,Billy Smith,morrisalan@example.org,882-748-4132x6291,Brittanybury,34,Male,1966-07-29,2022-08-12 11:50:27
f5865f1b-fd8a-47f9-905e-c05f086f8209,Angel Hartman,lopezrobert@example.net,+1-587-754-6566,Millerfort,49,Female,1991-11-12,2022-09-05 02:01:15
9b7ed981-f399-4809-9804-2d5307998690,David Bennett,shawkevin@example.net,(983)942-5059,New Alan,32,Female,1998-02-03,2022-08-04 23:59:24
3119792e-fdee-46b9-b395-033231ddae4a,Jonathan Berry,grahammichael@example.net,(488)242-1367,Port Anthony,45,Male,1971-02-09,2020-06-29 00:29:01
cdded0ee-b676-4fea-993b-90aa9e93678d,Laura Grant,brownbriana@example.com,962.974.8152,Lake Trevor,41,Male,1991-07-28,2020-11-30 05:29:24
c336f700-e2f8-44ce-a19c-fa6d568813b5,Kimberly Moore,richardschristopher@example.org,5558872782,Waltersside,43,Other,1961-06-22,2020-05-29 13:37:45
87c7a222-e48e-4f58-b42f-020e1bcc2a26,Christian Hall,ramirezstephanie@example.net,982.907.3324,South Kathleen,23,Male,2002-01-08,2020-07-03 09:29:20
90ab4fde-068f-44c6-a755-91011a419ed8,Sandra Walls,michael89@example.net,(782)351-1038,West Mauriceborough,57,Other,1988-11-04,2020-12-09 19:27:12
ba9bd457-16e3-4def-888b-502499022571,Devin Crawford,ashley00@example.net,282.757.1035x0632,Woodsborough,65,Female,1990-10-02,2021-09-27 10:09:02
954ea3b7-5bde-46b3-ae9e-701cd80462da,Carolyn Edwards,randyortega@example.org,369-980-0410x937,Port Mary,41,Other,1971-08-02,2023-02-23 02:30:04
899eb3ff-58a2-4aa6-8469-072a6fc1b281,Richard Williams,angelajones@example.org,+1-849-343-5295x26033,Johnsonmouth,33,Male,1983-09-09,2023-04-28 01:35:32
79fb40c4-b9cd-460a-81e0-f9539d9070dd,Nancy Moody,alexissanchez@example.com,613.887.5691,Lake Sallyside,55,Other,1996-10-07,2022-01-21 20:03:59
53b024f0-ccfe-414c-934c-dfd8c9dd985f,Lauren Hanson,marvin65@example.org,283-505-0190,Sloanland,52,Male,1981-04-11,2022-01-10 11:16:21
fdc8a131-6632-448a-a678-e218b4915f4f,Alex Wood,guzmannicole@example.org,(889)614-6795x8591,Kellystad,24,Female,1986-03-30,2020-12-24 06:57:12
e3f8f468-cf2f-41da-b53b-96bfddbde7d3,John Pacheco,craig66@example.com,+1-702-573-7729,Shawhaven,41,Female,1961-04-23,2020-06-02 05:42:50
93d1b5aa-1cbd-4b8a-9bb5-8ac88e4de555,Maria Hernandez,ohartman@example.org,+1-412-848-2085,Suzannetown,38,Male,1995-04-16,2021-01-19 02:23:55
f641ccc2-0844-451f-8cae-3b38f17abce0,Leonard Phillips,hanthony@example.com,(804)262-2122x81672,Andrewton,22,Male,1964-09-06,2020-06-27 17:25:39
794da22a-7bfc-48e2-8e61-0cc8143ba8b5,Raven Gibson,harrisbrittany@example.net,+1-792-667-4888x30622,West Jonathanmouth,46,Male,1988-02-10,2020-02-11 01:13:41
cf188ea6-8ec3-4898-8599-7137498e87df,Emily Baxter,morrisbrittany@example.org,454.294.8374x764,Pattytown,38,Other,1998-04-18,2021-07-14 09:37:38
7e13af72-77a3-4f67-8084-6fe6312b6b38,Kayla Klein,scott83@example.net,735.692.5248x2245,Owenston,52,Male,1999-07-22,2021-06-15 04:37:38
1fc36732-b9fa-4432-b2c6-df869dc9ea07,Larry Cruz,nicole19@example.com,678.456.4777,Isabelchester,53,Female,1981-01-07,2021-04-23 06:58:10
6ae944cf-3aa3-4a80-93b1-25c9685f7cc3,Paul Garza,glennvalencia@example.com,451.823.0625,Lake Rebeccaton,19,Other,2004-04-06,2023-05-23 12:26:10
93301d4f-13ce-4838-899f-254f4cb641f6,Carmen Rollins,acollier@example.net,9912130123,Kingburgh,57,Male,1990-06-10,2020-03-28 12:07:56
da0de146-1371-406e-8d86-0ab1afb81837,David Miller,curtisnelson@example.com,+1-899-592-4312x664,Ortegamouth,46,Male,1991-02-10,2022-05-07 14:22:45
1649a7e8-bf13-439d-a0f3-666fec235ed7,Samantha Reed,karlapierce@example.com,653.373.3254x382,Cunninghamburgh,58,Male,1961-06-11,2021-06-11 04:54:47
335d9d30-9073-4329-908e-4c7b63fa2923,Nicole Abbott,williamskendra@example.net,616.753.4486,Michelehaven,32,Other,1960-03-31,2021-07-29 21:07:03
f3364303-992b-4bf9-a023-fafe1e05bb02,James Robinson,ebailey@example.com,(703)874-5106,South Donna,47,Other,1970-07-04,2021-07-23 00:45:40
2319f404-d54f-4d86-ba48-937185ec5911,Jason Cunningham,jeffrey90@example.org,(507)344-4226x72580,New Jeffreybury,53,Male,1996-05-23,2020-09-19 16:03:31
adcafe1d-dd8d-433f-98b3-3c4daf41cc1a,Susan Kelly,jennybaker@example.com,678-989-8782,East Saraside,30,Other,2000-07-13,2021-01-17 04:00:29
d77055e1-90e7-453a-9979-62dc1943ed6a,Alison Warren,joshuavaughn@example.org,(532)679-9301,Turnerfurt,63,Other,1981-01-13,2021-12-08 02:27:40
